M8m3n8,8,3,8,popmapsa,Y-22.fq.gz,18
M8m3n9,8,3,9,popmapsa,Y-22.fq.gz,18
M1m3n0,1,3,0,popmapsa,Z-23.fq.gz,19
M1m3n1,1,3,1,popmapsa,Z-23.fq.gz,19
M1m3n2,1,3,2,popmapsa,Z-23.fq.gz,19
M2m3n1,2,3,1,popmapsa,Z-23.fq.gz,19
M2m3n2,2,3,2,popmapsa,Z-23.fq.gz,19
M2m3n3,2,3,3,popmapsa,Z-23.fq.gz,19
M3m3n2,3,3,2,popmapsa,Z-23.fq.gz,19
M3m3n3,3,3,3,popmapsa,Z-23.fq.gz,19
M3m3n4,3,3,4,popmapsa,Z-23.fq.gz,19
M4m3n3,4,3,3,popmapsa,Z-23.fq.gz,19
M4m3n4,4,3,4,popmapsa,Z-23.fq.gz,19
M4m3n5,4,3,5,popmapsa,Z-23.fq.gz,19
M5m3n4,5,3,4,popmapsa,Z-23.fq.gz,19
M5m3n5,5,3,5,popmapsa,Z-23.fq.gz,19
M5m3n6,5,3,6,popmapsa,Z-23.fq.gz,19
